seqname,source,feature,start,end,score,strand,frame,gene_id,gene_version,gene_name,gene_source,gene_biotype,transcript_id,transcript_version,transcript_name,transcript_source,transcript_biotype,tag,transcript_support_level,exon_number,exon_id,exon_version,protein_id,protein_version,ccds_id
1,ensembl_havana,transcript,16367242,16398145,,+,0,ENSG00000055070,17,SZRD1,ensembl_havana,protein_coding,ENST00000401088,9,SZRD1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS44065
1,ensembl_havana,transcript,28369740,28500364,,+,0,ENSG00000204138,13,PHACTR4,ensembl_havana,protein_coding,ENST00000373839,8,PHACTR4-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS41293
1,ensembl_havana,transcript,27098809,27155125,,-,0,ENSG00000090020,11,SLC9A1,ensembl_havana,protein_coding,ENST00000263980,8,SLC9A1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS295
1,ensembl_havana,transcript,25543606,25568886,,+,0,ENSG00000157978,12,LDLRAP1,ensembl_havana,protein_coding,ENST00000374338,5,LDLRAP1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30639
1,ensembl_havana,transcript,25959767,25998063,,-,0,ENSG00000158006,14,PAFAH2,ensembl_havana,protein_coding,ENST00000374282,8,PAFAH2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS270
1,ensembl_havana,transcript,4654609,4792534,,+,0,ENSG00000196581,11,AJAP1,ensembl_havana,protein_coding,ENST00000378191,5,AJAP1-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS54
1,ensembl_havana,transcript,28147166,28176690,,-,0,ENSG00000169403,12,PTAFR,ensembl_havana,protein_coding,ENST00000373857,8,PTAFR-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS318
1,ensembl_havana,transcript,9539465,9585173,,+,0,ENSG00000171612,7,SLC25A33,ensembl_havana,protein_coding,ENST00000302692,7,SLC25A33-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS103
1,ensembl_havana,transcript,34781214,34786364,,+,0,ENSG00000188910,8,GJB3,ensembl_havana,protein_coding,ENST00000373366,3,GJB3-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS384
1,ensembl_havana,transcript,27970344,28088610,,-,0,ENSG00000158161,16,EYA3,ensembl_havana,protein_coding,ENST00000373871,8,EYA3-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS316
1,ensembl_havana,transcript,16124337,16156069,,-,0,ENSG00000142627,13,EPHA2,ensembl_havana,protein_coding,ENST00000358432,8,EPHA2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS169
1,ensembl_havana,transcript,16197854,16212652,,-,0,ENSG00000142632,17,ARHGEF19,ensembl_havana,protein_coding,ENST00000270747,8,ARHGEF19-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS170
1,havana,transcript,14598685,15118043,,+,0,ENSG00000189337,17,KAZN,ensembl_havana,protein_coding,ENST00000376030,7,KAZN-203,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS152
1,ensembl_havana,transcript,12166991,12209220,,+,0,ENSG00000028137,19,TNFRSF1B,ensembl_havana,protein_coding,ENST00000376259,7,TNFRSF1B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS145
1,ensembl_havana,transcript,10032958,10181239,,+,0,ENSG00000130939,20,UBE4B,ensembl_havana,protein_coding,ENST00000343090,11,UBE4B-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS41245
1,ensembl_havana,transcript,20070194,20091911,,+,0,ENSG00000127472,11,PLA2G5,ensembl_havana,protein_coding,ENST00000375108,4,PLA2G5-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS202
1,havana,transcript,29236522,29326800,,+,0,ENSG00000060656,20,PTPRU,ensembl_havana,protein_coding,ENST00000373779,8,PTPRU-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS335
1,ensembl_havana,transcript,34986165,35031945,,-,0,ENSG00000163867,17,ZMYM6,ensembl_havana,protein_coding,ENST00000357182,9,ZMYM6-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS387
1,ensembl_havana,transcript,34755047,34758512,,+,0,ENSG00000189280,3,GJB5,ensembl_havana,protein_coding,ENST00000338513,1,GJB5-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS382
1,ensembl_havana,transcript,35808016,35857890,,+,0,ENSG00000134698,11,AGO4,ensembl_havana,protein_coding,ENST00000373210,4,AGO4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS397
1,ensembl_havana,transcript,16231692,16237183,,-,0,ENSG00000132881,12,CPLANE2,ensembl_havana,protein_coding,ENST00000375599,8,CPLANE2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS171
1,ensembl_havana,transcript,32465072,32496686,,+,0,ENSG00000273274,2,ZBTB8B,ensembl_havana,protein_coding,ENST00000609129,2,ZBTB8B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS44104
1,ensembl_havana,transcript,18630846,18748866,,+,0,ENSG00000009709,12,PAX7,ensembl_havana,protein_coding,ENST00000420770,7,PAX7-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS44074
1,ensembl_havana,transcript,10636604,10796646,,-,0,ENSG00000130940,15,CASZ1,ensembl_havana,protein_coding,ENST00000377022,8,CASZ1-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS41246
1,havana,transcript,37556940,37566857,,+,0,ENSG00000163879,11,DNALI1,ensembl_havana,protein_coding,ENST00000652629,1,DNALI1-206,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS420
1,ensembl_havana,transcript,38838198,38859772,,-,0,ENSG00000116954,8,RRAGC,ensembl_havana,protein_coding,ENST00000373001,4,RRAGC-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS430
1,ensembl_havana,transcript,36795527,37034515,,-,0,ENSG00000163873,10,GRIK3,ensembl_havana,protein_coding,ENST00000373091,8,GRIK3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS416
1,ensembl_havana,transcript,20111939,20119536,,-,0,ENSG00000117215,15,PLA2G2D,ensembl_havana,protein_coding,ENST00000375105,8,PLA2G2D-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS203
1,ensembl_havana,transcript,42153410,42155820,,+,0,ENSG00000044012,4,GUCA2B,ensembl_havana,protein_coding,ENST00000372581,2,GUCA2B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS464
1,ensembl_havana,transcript,17406760,17439677,,-,0,ENSG00000179051,14,RCC2,ensembl_havana,protein_coding,ENST00000375436,9,RCC2-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS181
1,ensembl_havana,transcript,35599541,35641526,,-,0,ENSG00000126067,12,PSMB2,ensembl_havana,protein_coding,ENST00000373237,4,PSMB2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS394
1,havana,transcript,38864529,38881602,,-,0,ENSG00000274944,4,,havana,protein_coding,ENST00000621281,1,,havana,protein_coding,"basic,Ensembl_canonical",2,,,,,,
1,ensembl_havana,transcript,36224443,36305357,,+,0,ENSG00000054118,15,THRAP3,ensembl_havana,protein_coding,ENST00000354618,10,THRAP3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS405
1,havana,transcript,17372196,17401699,,+,0,ENSG00000276747,1,PADI6,havana,protein_coding,ENST00000619609,1,PADI6-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS72715
1,ensembl_havana,transcript,17308197,17364004,,+,0,ENSG00000159339,13,PADI4,ensembl_havana,protein_coding,ENST00000375448,4,PADI4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS180
1,ensembl_havana,transcript,38885807,38941830,,-,0,ENSG00000158315,11,RHBDL2,ensembl_havana,protein_coding,ENST00000372990,6,RHBDL2-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS30680
1,ensembl_havana,transcript,43147904,43156396,,+,0,ENSG00000186973,11,CFAP144,ensembl_havana,protein_coding,ENST00000335282,5,CFAP144-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",2,,,,,,CCDS44126
1,ensembl_havana,transcript,35268709,35422058,,+,0,ENSG00000146463,12,ZMYM4,ensembl_havana,protein_coding,ENST00000314607,11,ZMYM4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",2,,,,,,CCDS389
1,ensembl_havana,transcript,35713877,35718884,,-,0,ENSG00000142686,8,C1orf216,ensembl_havana,protein_coding,ENST00000270815,5,C1orf216-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS395
1,havana,transcript,17755333,17827063,,+,0,ENSG00000117148,8,ACTL8,ensembl_havana,protein_coding,ENST00000375406,2,ACTL8-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS183
1,ensembl_havana,transcript,40161387,40240921,,+,0,ENSG00000117000,9,RLF,ensembl_havana,protein_coding,ENST00000372771,5,RLF-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS448
1,ensembl_havana,transcript,35732112,35769978,,-,0,ENSG00000092853,14,CLSPN,ensembl_havana,protein_coding,ENST00000318121,8,CLSPN-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS396
1,ensembl_havana,transcript,37566816,37595937,,-,0,ENSG00000134697,13,GNL2,ensembl_havana,protein_coding,ENST00000373062,8,GNL2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS421
1,ensembl_havana,transcript,34792999,34795747,,+,0,ENSG00000187513,9,GJA4,ensembl_havana,protein_coding,ENST00000342280,5,GJA4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30669
1,ensembl_havana,transcript,2321253,2391554,,-,0,ENSG00000116151,14,MORN1,ensembl_havana,protein_coding,ENST00000378531,8,MORN1-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",2,,,,,,CCDS40
1,ensembl_havana,transcript,54779712,54801323,,-,0,ENSG00000006555,11,TTC22,ensembl_havana,protein_coding,ENST00000371276,9,TTC22-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS44152
1,ensembl_havana,transcript,43300982,43323108,,+,0,ENSG00000066056,14,TIE1,ensembl_havana,protein_coding,ENST00000372476,8,TIE1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS482
1,ensembl_havana,transcript,38862493,38873348,,-,0,ENSG00000214114,9,MYCBP,ensembl_havana,protein_coding,ENST00000397572,5,MYCBP-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS431
1,havana,transcript,34865436,34929650,,-,0,ENSG00000116544,12,DLGAP3,ensembl_havana,protein_coding,ENST00000373347,6,DLGAP3-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS30670
1,ensembl_havana,transcript,40620680,40665682,,-,0,ENSG00000117016,10,RIMS3,ensembl_havana,protein_coding,ENST00000372684,8,RIMS3-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30687
1,ensembl_havana,transcript,51907956,51990700,,-,0,ENSG00000169213,7,RAB3B,ensembl_havana,protein_coding,ENST00000371655,4,RAB3B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS560
1,ensembl_havana,transcript,34850362,34859749,,-,0,ENSG00000163866,9,SMIM12,ensembl_havana,protein_coding,ENST00000521580,3,SMIM12-206,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS53295
1,ensembl_havana,transcript,53214099,53220634,,-,0,ENSG00000162384,14,CZIB,ensembl_havana,protein_coding,ENST00000294360,5,CZIB-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS576
1,ensembl_havana,transcript,54609181,54623525,,-,0,ENSG00000162391,12,FAM151A,ensembl_havana,protein_coding,ENST00000302250,7,FAM151A-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS594
1,ensembl_havana,transcript,51617092,51789219,,+,0,ENSG00000117859,19,OSBPL9,ensembl_havana,protein_coding,ENST00000428468,6,OSBPL9-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS41332
1,ensembl_havana,transcript,43281877,43285581,,-,0,ENSG00000253313,6,C1orf210,ensembl_havana,protein_coding,ENST00000523677,6,C1orf210-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS481
1,ensembl_havana,transcript,54756898,54764523,,-,0,ENSG00000162396,6,PARS2,ensembl_havana,protein_coding,ENST00000371279,4,PARS2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS597
1,ensembl_havana,transcript,52726453,52827336,,+,0,ENSG00000162378,13,ZYG11B,ensembl_havana,protein_coding,ENST00000294353,7,ZYG11B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30717
1,ensembl_havana,transcript,62194849,62212328,,+,0,ENSG00000240563,2,L1TD1,ensembl_havana,protein_coding,ENST00000498273,2,L1TD1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS619
1,havana,transcript,34974356,34985313,,-,0,ENSG00000284773,1,,havana,protein_coding,ENST00000417456,1,,havana,protein_coding,"basic,Ensembl_canonical",2,,,,,,
1,ensembl_havana,transcript,52020131,52055191,,-,0,ENSG00000117862,13,TXNDC12,ensembl_havana,protein_coding,ENST00000371626,9,TXNDC12-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS561
1,ensembl_havana,transcript,54715861,54742657,,+,0,ENSG00000243725,7,TTC4,ensembl_havana,protein_coding,ENST00000371281,4,TTC4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS596
1,ensembl_havana,transcript,44118821,44135140,,+,0,ENSG00000171872,5,KLF17,ensembl_havana,protein_coding,ENST00000372299,4,KLF17-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS508
1,ensembl_havana,transcript,56494761,56579563,,-,0,ENSG00000162407,9,PLPP3,ensembl_havana,protein_coding,ENST00000371250,4,PLPP3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS604
1,ensembl_havana,transcript,37534449,37554293,,-,0,ENSG00000163877,11,SNIP1,ensembl_havana,protein_coding,ENST00000296215,8,SNIP1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS419
1,ensembl_havana,transcript,53196824,53214197,,+,0,ENSG00000157184,7,CPT2,ensembl_havana,protein_coding,ENST00000371486,4,CPT2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS575
1,ensembl_havana,transcript,42176548,42335235,,-,0,ENSG00000198815,9,FOXJ3,ensembl_havana,protein_coding,ENST00000361346,6,FOXJ3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30689
1,ensembl_havana,transcript,52423275,52553092,,-,0,ENSG00000134744,14,TUT4,ensembl_havana,protein_coding,ENST00000257177,9,TUT4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS30715
1,havana,transcript,44137821,44141631,,-,0,ENSG00000283039,1,KLF18,havana,protein_coding,ENST00000634670,1,KLF18-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS85967
1,ensembl_havana,transcript,53226900,53238518,,-,0,ENSG00000162385,11,MAGOH,ensembl_havana,protein_coding,ENST00000371470,8,MAGOH-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS577
1,havana,transcript,50970245,50974634,,+,0,ENSG00000123080,12,CDKN2C,ensembl_havana,protein_coding,ENST00000371761,4,CDKN2C-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS555
1,ensembl_havana,transcript,59990394,60073770,,-,0,ENSG00000162598,13,C1orf87,ensembl_havana,protein_coding,ENST00000371201,3,C1orf87-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS614
1,ensembl_havana,transcript,45016399,45206605,,-,0,ENSG00000162415,7,ZSWIM5,ensembl_havana,protein_coding,ENST00000359600,6,ZSWIM5-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS41319
1,ensembl_havana,transcript,58480719,58546726,,-,0,ENSG00000162600,12,OMA1,ensembl_havana,protein_coding,ENST00000371226,8,OMA1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS608
1,ensembl_havana,transcript,66999350,67054148,,-,0,ENSG00000116704,8,SLC35D1,ensembl_havana,protein_coding,ENST00000235345,6,SLC35D1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS636
1,ensembl_havana,transcript,53242364,53328070,,-,0,ENSG00000157193,18,LRP8,ensembl_havana,protein_coding,ENST00000306052,12,LRP8-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS578
1,ensembl_havana,transcript,54053608,54106082,,+,0,ENSG00000116205,14,TCEANC2,ensembl_havana,protein_coding,ENST00000234827,6,TCEANC2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS587
1,havana,transcript,52032103,52033810,,-,0,ENSG00000198841,4,KTI12,havana,protein_coding,ENST00000371614,2,KTI12-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS562
1,ensembl_havana,transcript,62236165,62319434,,-,0,ENSG00000132854,19,KANK4,ensembl_havana,protein_coding,ENST00000371153,9,KANK4-204,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS620
1,ensembl_havana,transcript,62437049,62451804,,+,0,ENSG00000162607,13,USP1,ensembl_havana,protein_coding,ENST00000339950,5,USP1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS621
1,ensembl_havana,transcript,77282019,77559966,,+,0,ENSG00000154027,19,AK5,ensembl_havana,protein_coding,ENST00000354567,7,AK5-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS675
1,ensembl_havana,transcript,78045966,78138444,,+,0,ENSG00000137960,6,GIPC2,ensembl_havana,protein_coding,ENST00000370759,4,GIPC2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS685
1,ensembl_havana,transcript,68428822,68449954,,-,0,ENSG00000116745,7,RPE65,ensembl_havana,protein_coding,ENST00000262340,6,RPE65-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS643
1,ensembl_havana,transcript,62597520,62606313,,+,0,ENSG00000132855,5,ANGPTL3,ensembl_havana,protein_coding,ENST00000371129,4,ANGPTL3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS622
1,ensembl_havana,transcript,65309543,65415871,,+,0,ENSG00000116675,16,DNAJC6,ensembl_havana,protein_coding,ENST00000371069,5,DNAJC6-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS58004
1,havana,transcript,65148203,65232145,,+,0,ENSG00000162433,15,AK4,ensembl_havana,protein_coding,ENST00000327299,8,AK4-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS629
1,havana,transcript,65420668,65436007,,+,0,ENSG00000213625,9,LEPROT,ensembl_havana,protein_coding,ENST00000371065,9,LEPROT-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS630
1,havana,transcript,64470129,64693053,,+,0,ENSG00000158966,16,CACHD1,ensembl_havana,protein_coding,ENST00000651257,2,CACHD1-206,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS628
